"ID","Group","Scope","Name","Requirement","Example"
"PRD-RUL-014","Naming Convention","Products","Association Table Naming","Association (junction) table names must NOT repeat the domain name as a prefix. Use semantically meaningful names. Names must be semantically meaningful business terms. Generic-only names (link, mapping, junction, bridge, xref) are forbidden. If the only name you can think of is 'link' or 'mapping', the M:N relationship probably should not exist.","A connector table gets a real business name, not a generic one. A table joining students and courses should be called `enrollment`, never 'link', 'mapping' or 'junction'."
"PRD-RUL-016","Naming Convention","Products","Merged Table Naming","When two duplicate tables are merged into a shared location, use the most generic, domain-agnostic name.","When merging two duplicate tables, give the result a neutral, generic name. Merging a customer profile and a partner contact should produce something like `party`, not a name that favours one side."
"PRD-RUL-020","Naming Convention","Products","Forbidden Product Suffixes","Products must NOT end with: _analysis, _analytics, _report, _summary, _aggregate, _dashboard, _metrics, _kpi, _score, _model, _prediction.","Tables must not end with analytics-style suffixes. Names ending in `_report`, `_summary`, `_metrics` or `_prediction`, like 'revenue_analysis', do not belong in the operational model."
"PRD-RUL-022","Naming Convention","Products","Max Underscore Segments","Product names may contain at most 3 underscore-separated segments (max 4 words).","A table name has at most three underscore-separated parts. 'order_line_item' is fine, but 'monthly_aggregated_transaction_summary' has too many parts and should be simplified."
"PRD-RUL-024","Naming Convention","Products","Keep Names on Relocation","When a table is moved to a different domain, keep its original name. Do not rename tables during relocation.","When a table moves to a new area, it keeps its name. Moving `incident` from one area to another leaves it called `incident`; only its location changes."
"PRD-RUL-025","Naming Convention","Products","Conditional Domain Prefix","A domain prefix in a product name is justified ONLY when another domain already has a table with the same base name, requiring disambiguation.","Only prefix a table with its area name to avoid a name clash. If both sales and procurement need an order table, 'sales_order' and 'purchase_order' are justified; otherwise just call it `order`."
"PRD-RUL-026","Naming Convention","Products","Logical/Physical Name Match","The physical table name must exactly match the product (logical) name in snake_case. No divergence between logical and physical names.","The stored table name must match the logical name exactly. A table called `rate_schedule` is stored as `rate_schedule`, not 'tbl_rate_schedule' or 'RATE_SCHEDULE'."
"ATT-RUL-032","Normalization","Attributes","Denormalized Attribute Detection","An attribute is denormalized only when it stores data belonging to a DIFFERENT entity accessible via FK join. >95% confidence required.","A column is misplaced only if it really describes a different table you can already reach by a link. A `customer_name` on `order` is misplaced if `order` already links to `customer`."
"ATT-RUL-034","Normalization","Attributes","Self-Attribute Exemption","If a table's own attribute has a prefix matching the table's own name, it is NOT denormalized.","A column that describes its own table is fine. `customer_name` on the `customer` table is correct because it describes the customer itself."
"ATT-RUL-036","Normalization","Attributes","Measurement Exemption","Physical measurements, quantities, or properties (depth, weight, volume) owned by the entity are NEVER denormalized.","Physical measurements that belong to the thing itself are fine to keep. A `warehouse` legitimately owns its own latitude and longitude."
"ATT-RUL-038","Normalization","Attributes","Coordinates Exemption","Physical entities (warehouse, facility, store, site, address) legitimately own their own lat/long coordinates.","A physical place owns its own coordinates. A `store` keeping its latitude and longitude is correct because the store really is at that spot."
"ATT-RUL-040","Normalization","Attributes","Point-in-Time Snapshot Exemption","Transactional/event records that snapshot data at time of event for audit/compliance purposes are NOT denormalized.","A record that captures a value as it was at the moment of an event is fine to keep. An invoice storing the customer's address at billing time is a legitimate point-in-time record for audit purposes."
"ATT-RUL-042","Normalization","Attributes","Audit Trail Exemption","Audit trail records MUST snapshot user information. Treating this as denormalized is a false positive.","An audit log should keep a copy of the user's details at the time. Recording the user's name on the log is correct, because that person's record could change later."
"ATT-RUL-043","Normalization","Attributes","Exact Match Only","Only flag denormalization when the prefix EXACTLY matches a table name. No synonym guessing.","Only flag a column as misplaced when its prefix exactly matches a real table name. A `billing_amount` on `order` is only questioned if a table literally called `billing` exists."
"ATT-RUL-044","Normalization","Attributes","Conservative Bias","When in doubt, DO NOT remove an attribute. False removals destroy data. Only flag with >95% confidence.","When unsure, keep the column. Removing data by mistake is worse than leaving an extra column, so only remove when you are nearly certain."
"ATT-RUL-045","Normalization","Metrics","No Calculated Metrics","Do NOT include pre-calculated KPIs, aggregates, or metrics. These are derived in the Gold layer.","Do not store pre-calculated totals or scores; those belong in reporting. Drop things like a customer's total lifetime value or an account's average monthly balance."
"ATT-RUL-046","Normalization","Attributes","No Speculative Columns","Only include attributes for CURRENTLY implemented capabilities. No futuristic/emerging tech columns.","Only include columns for things the business actually does today. Drop speculative fields like a 'blockchain_hash' or 'ai_prediction_score' that serve no current purpose."
"ATT-RUL-047","Normalization","Attributes","3NF Enforcement","Full Third Normal Form: no partial dependencies and no transitive dependencies.","Each column should describe its own table directly. An `order` should not store `customer_name` when it already links to `customer`, since that detail belongs on the customer."
"ATT-RUL-068","Normalization","Attributes","No Self-PK Declared as Orphaned FK","An attribute whose name-prefix equals its owning product name AND which is declared as that product's primary key MUST NOT also carry a foreign_key_to pointing back to its own domain.product. This catches normalization mis-wiring a self-PK as a self-referencing FK (which would create a spurious cycle). Conservative True when the product/domain is missing.","A table's own identifier must not also be set up as a link pointing back to itself. A `customer` table's `customer_id` should be just the identifier, not also a self-link, which would create a confusing loop."
"ATT-RUL-077","Normalization","ALL","3NF Transitive Dependencies Extracted to Lookups","When a non-key column depends on another non-key column (a transitive dependency), the dependent columns must be extracted into a new lookup entity keyed by their determinant, and the source product references that lookup via FK, rather than carrying the transitively-dependent columns inline.","When one detail depends on another, split it into a lookup. If `order` carries zip code plus the city and state that depend on it, move city and state into a postal-code lookup and keep zip code as the link."
"ATT-RUL-078","Normalization","ALL","FK Addition Surrenders Now-Redundant Columns","When a FK to a target entity is added to a product, any column on that product that merely duplicates a column retrievable from the target via the new FK must be removed. Only columns visible on the source AND present on the target are removed; thin reference tables (id/name/code only) only surrender <entity>_name / <entity>_code.","Once you add a link to another table, drop columns you can now get through that link. After adding a `supplier_id` link to a line item, the `supplier_name` copied onto it can be removed."
"ATT-RUL-079","Normalization","ALL","No Denormalized Natural Key Beside Its FK","When a product has both a FK to an entity (<entity>_id) AND a natural-key column for the same entity (suffix _number/_code/_name/_reference/_no/_num/_ref/_identifier/_label/_sku/_barcode/_serial), the natural key is reachable through the FK and must be dropped, unless it has its own outbound FK or is user-protected.","Do not keep a second identifier for something you already link to. If `order` links to a supplier by `supplier_id`, a separate `supplier_code` is redundant and should be dropped."
"ATT-RUL-080","Normalization","ALL","FK-Triggered Redundant-Column Consolidation","When a FK source->target link is established, source columns that duplicate target columns (source column = target_base + a suffix that exists as an attribute on the target) must be removed and any references repointed, so duplicated data is consolidated behind the FK.","After linking two tables, remove copied-over columns that duplicate the target. Once a `shipment` links to a `warehouse`, a `warehouse_city` copied onto the shipment is removed."
"ATT-RUL-083","Normalization","ALL","Point-in-Time Override Values Kept on Event Tables","On transactional / event / audit tables, a value that captures an execution-specific override at the moment of the event must be kept even after a FK to the defining entity is added — it is a point-in-time snapshot, not denormalization. Denormalization is only flagged on master/reference entities.","On event records, keep a value that captured what actually happened at the time. An order line should keep the `unit_price_at_sale` even though the product has a current list price, because it records the price actually charged."
"ATT-RUL-087","Normalization","Attributes","Self-PK Must Not Be Declared as a Self-FK","A product's own primary-key column must not also carry a foreign_key_to pointing back at its own domain.product.pk. Wiring a self-PK as a self-referencing FK creates a spurious cycle and is invalid.","A table's identifier must not double as a link to itself. A `customer_id` should not point back to its own customer table; a hierarchy needs a separate `parent_customer_id` column."
"REL-RUL-026","Normalization","Relations","Domain-Level FK Resolution","FK columns often use DOMAIN NAMES as prefixes. Must resolve to domain's primary entity.","A linking column often borrows an area name and must resolve to that area's main table. A `store_id` may resolve to the `store` table inside the 'location' area."
"ATT-RUL-048","Primary Key","Attributes","Every Product Has PK","Every product must have exactly one primary key attribute. Auto-inserted if missing.","Every table needs exactly one identifier column. If a table is built without one, an identifier like `customer_id` is added automatically."
"ATT-RUL-049","Primary Key","Attributes","PK Naming Convention","PK column = {product_name}_{suffix} (default suffix: _id).","The identifier column is the table name plus a standard ending. A `customer` table gets `customer_id`, an `order_line_item` table gets `order_line_item_id`."
"ATT-RUL-050","Primary Key","Attributes","PK Data Type","Primary keys MUST use the configured table_id_type (default: BIGINT).","Identifier columns use the standard whole-number type. If one was set to text by mistake, it is corrected back to the standard numeric type."
"ATT-RUL-051","Primary Key","Attributes","PK First Attribute","PK must be the first attribute listed in the product's attribute list.","The identifier is listed first in the table. The column order starts with `customer_id`, then first name, last name, email and so on."
"ATT-RUL-052","Primary Key","Attributes","PK Exempt from Prefix Strip","PK attributes (e.g., customer_id) are EXEMPT from the 'no product prefix' naming rule.","The identifier keeps its table-name prefix even though other columns drop theirs. `customer_id` stays as is so it can be recognized when other tables link to it."
"ATT-RUL-053","Primary Key","Attributes","Association PK Naming","Association product PK = {association_name}_{primary_key_suffix}.","A connector table's identifier is named after the connector itself. A table joining students and courses gets `enrollment_id`, not a mash-up of the two table names."
"ATT-RUL-054","Primary Key","Attributes","PK Not in Orphaned FK List","A table's own PK must NEVER be included in the orphaned FK list during normalization checks.","A table's own identifier is never treated as a broken link. `customer_id` on the `customer` table is the identifier, not a dangling pointer."
"ATT-RUL-055","Primary Key","Attributes","PK Detection Patterns","PK detection: ends with _id, _key, _code, _num, or equals 'id'. Name constructed by stripping domain prefix.","Columns ending in standard identifier endings are recognized as identifiers. `order_id`, `customer_key` and `product_code` are all treated as potential identifiers."
"ATT-RUL-056","Primary Key","Attributes","Junction Table PKs","Association (junction) tables follow the same PK naming: association_table_name + _id.","Connector tables follow the same identifier rule. An `enrollment` gets `enrollment_id` and an `assignment` gets `assignment_id`, not a combination of the joined tables."
"ATT-RUL-057","Primary Key","Attributes","Validate PK Names","A PK name is invalid if: empty, bare suffix alone, starts with underscore, equals 'id', or does not end with suffix.","An identifier name must be complete and well-formed. For `customer`, `customer_id` is valid, while just 'id', '_id' or 'customer_code' are not valid identifiers."
"ATT-RUL-029","Product Design","Attributes","Strict Column Ordering","Columns must follow strict ordering: PK, FKs, business attributes, housekeeping, history-tracking. Housekeeping columns (is_deleted, is_active, created_by, updated_by) come after business attributes. History-tracking columns (effective_from, effective_to, is_current, version_number) come last, after housekeeping.","Order the columns consistently: identifier first, then links, then business details, then housekeeping like `created_by`, then history fields like `effective_from`. So an `order` lists `order_id`, `customer_id`, the order details, then the housekeeping and history columns."
"ATT-RUL-030","Product Design","Attributes","Junction Table Audit Columns","Association tables with only FK columns must include minimum audit columns: created_at and created_by.","A connector table with only links should still record who created it and when. An `enrollment` joining a student and a course should also carry `created_at` and `created_by`."
"ATT-RUL-031","Product Design","Attributes","Resolve Semantic Synonyms","Attribute semantic synonyms must be resolved to one canonical name per table.","If two columns mean the same thing, keep just one. A table with both `end_date` and `expiry_date` for the same concept should drop one of them."
"ATT-RUL-062","Product Design","Attributes","Canonical Attribute Categories — Hard Minimums by Entity Role","Every product MUST be classified into ONE of the entity roles {MASTER_PARTY, MASTER_AGREEMENT, MASTER_RESOURCE, TRANSACTION_HEADER, TRANSACTION_LINE, JUNCTION, EVENT_LOG, REFERENCE_LOOKUP, OTHER} and the role's minimum semantic-category set MUST be present beyond the PK. Categories are abstract (e.g. IDENTITY_LABEL, LIFECYCLE_STATUS, BUSINESS_EVENT_TIMESTAMP, MONETARY_TRIPLET, HEADER_REFERENCE) — concrete field names are inferred from the industry. Mandatory categories are the LAST things dropped at max-attribute caps. REFERENCE_LOOKUP and OTHER are exempt and must explain why via _canonical_skip_reason in the PK description. (v0.8.5 M5-FIX, alias=canonical-attrs-enforced)","Every table has a role, and each role has a minimum set of details it must carry. An `order` acting as a transaction should have things like its own number, a status, a date, who it belongs to, and amounts, beyond just the identifier."
"ATT-RUL-071","Product Design","ALL","Attribute Completeness Floor — Include ALL Business Fields","Attribute generation MUST aim for comprehensive coverage: include EVERY business field the entity could have (identification, classification, status, amounts, dates, names, codes, descriptions, flags, measurements) and MUST NOT exclude a field merely because it might become an FK later (FKs added separately). Positive completeness floor, distinct from the min/max range check.","Capture every business detail a table could reasonably have. For a `customer`, include name, contact, type, status, dates and codes; do not leave a field out just because it might later become a link."
"PRD-RUL-027","Product Design","Products","M:N Requires 3 Indicators","M:N valid only when: (1) bidirectional reality, (2) >=2 relationship attributes, (3) business has name for relationship.","Only create a connector table when the relationship is genuinely two-way, carries its own details, and has a real name. Students and courses linked by an `enrollment` that carries grades and dates qualifies."
"PRD-RUL-028","Product Design","Products","M:N Strong Indicators","HIGH confidence requires >=2 of 3 strong indicators: reciprocity_confirmed, relationship_data_confirmed, semantic_name_found.","Be confident before treating something as a many-to-many relationship. It needs at least two of three signals: both sides truly relate to many, the link carries its own data, and the business has a name for it."
"PRD-RUL-029","Product Design","Products","Association Ratio Limits","ECM: max 15% association tables. MVM: max 5%. Hard-cap enforced.","Limit how many tables are just connectors. In a 100-table model only about 15 should be connectors, and in a small model far fewer."
"PRD-RUL-030","Product Design","Products","MVM No Cross-Domain M:N","Cross-domain M:N is FORBIDDEN in MVMs. Only in-domain M:N with >=3 relationship attributes.","A small model should not have connector tables that span different areas. A within-area `enrollment` is fine, but cross-area connectors are not allowed in a small model."
"PRD-RUL-031","Product Design","Products","Core Products 1-3 Per Domain","Select 1-3 CORE products per domain maximum. Core = fundamental to operations, cannot be merged, domain anchor.","Pick only one to three core tables per area. In a sales area `customer`, `order` and `product` are core, while a `notification` table is not."
"PRD-RUL-032","Product Design","Products","Tiered Entity Selection","Tier 1 (CORE-must include): master+transactional. Tier 2 (SUPPORTING-if first-class): operational+lifecycle. Tier 3 (REFERENCE-sparingly).","Include the most essential tables first. Master and transaction tables like `customer` and `order` come first, supporting tables next, and reference tables only when they are rich enough to stand alone."
"PRD-RUL-033","Product Design","Products","Forbidden Products","Forbidden: fraud_detection, churn_prediction, revenue_analysis, customer_360, unified_profile. Any *_analysis, *_analytics, *_prediction.","Analytics-style tables do not belong in the operational model. A `churn_prediction` or `revenue_analysis` table belongs in the reporting layer, not here."
"PRD-RUL-035","Product Design","Products","Anti-Bloat Self-Check","5-point check: (1) Precision, (2) Domain Bleed, (3) Duplication, (4) Decomposition, (5) Coverage.","Run a quick sanity check on each area's table list: is it precise, free of overlap and duplication, decomposed sensibly, and complete. Do this before finalizing."
"PRD-RUL-036","Product Design","Products","Small Table Handling","Tables with fewer than min_attributes must be evaluated: MERGE, KEEP with justification, or DROP. A table is 'small' when it has fewer than the configured minimum attributes (default 5). Small tables must be evaluated: MERGE (columns belong on parent), KEEP (valid lookup/reference table), or DROP (exact semantic duplicate).","A table with very few columns needs a decision: merge it, keep it, or drop it. A three-column `customer_phone` is probably just part of `customer` and should merge, while a `customer_type` lookup can be kept."
"PRD-RUL-037","Product Design","Products","Domain Boundary Discipline","Vendors->partner. Contracts->agreement/legal. Employees->workforce/hr. Financial txns->finance. Customers->customer/party.","Put tables in their natural home. An `employee` table belongs in the HR or workforce area, not in the production area."
"PRD-RUL-038","Product Design","Products","No FK in Attribute Step","Do NOT include foreign key references during attribute generation. FKs established in separate linking step.","Do not add links while listing a table's business columns. List all the real attributes first, then connect tables together in a later step."
"PRD-RUL-040","Product Design","Products","Silver Layer Only","Attributes target Silver Layer: operational/transactional data only. No analytics, no Gold layer content.","Keep only day-to-day operational fields. Include raw fields an `order` actually records, and leave calculated totals and scores to the reporting layer."
"PRD-RUL-041","Product Design","Products","MVM Domain Selection","MVM must include: (1) Primary PARTY, (2) Primary TRANSACTIONAL, (3) Primary PRODUCT/SERVICE, (4) Essential OPERATIONAL.","A small model must still cover the essentials: who the business serves, the main transaction, the product or service, and one key operational area."
"PRD-RUL-042","Product Design","Products","Mandatory Attributes by Type","Person master -> name, contact, status. Account -> id, type, status, dates. Transaction -> id, date, status, amount.","Each type of table has must-have fields. A `customer` master table needs a name, a contact method and a status; a transaction needs an identifier, date, status and amount."
"PRD-RUL-044","Product Design","Products","M:N Reject Analytical Correlations","Analytical correlations derivable from transactional data are NOT valid M:N relationships.","A pattern you can calculate from transactions is not a real relationship. A 'which customers buy which product categories' link is derived from order data, so it is not a true many-to-many."
"PRD-RUL-045","Product Design","Products","Comprehensive Party Coverage","The model must provide comprehensive party/customer coverage (B2C, B2B, or mixed).","Cover the full range of who the business deals with. A consumer business needs individual customer records, a business-to-business one needs company accounts, and a mixed one needs both."
"PRD-RUL-047","Product Design","Products","Validate Phantom Tables","A new table should only be created for unlinked FKs when at least 2 different existing tables reference the same missing concept.","Only invent a missing table when at least two existing tables point to it. If both `order` and `shipment` reference a missing `warehouse`, create it; a single lonely reference is probably just a stale link."
"PRD-RUL-048","Product Design","Products","Domain Product-Count Hard Ceiling","No domain may hold more products than 15% above its sizing maximum. When a domain exceeds this ceiling, the excess products are removed in priority order (association first, then transactional, then reference, then master) so the most structurally load-bearing tables survive. An explicit user sizing directive overrides this ceiling.","An area cannot hold far more tables than its target. If the target is 20 tables and an area swells past 23, the least important tables are trimmed first, unless the user asked for that size."
"PRD-RUL-053","Product Design","ALL","M:N Granularity-Mismatch Rejection (Event vs Master = 1:N)","A proposed M:N where one side is an EVENT/TRANSACTION entity (transaction, order_line, payment) and the other is a MASTER/REFERENCE entity (customer, product, store) MUST be auto-rejected as 1:N. Events touch many masters via an FK on the event, not a junction.","An event linked to a master record is a one-to-many, not a many-to-many. An `order_line` touching many products does so through a simple link, not a connector table."
"PRD-RUL-054","Product Design","ALL","M:N Reciprocity Confirmed in BOTH Directions","An M:N may be accepted only when the LLM's `reciprocity_test` returns `a_to_many_b == true` AND `b_to_many_a == true`. Single-direction or unconfirmed reciprocity is auto-rejected (stronger than the ""≥2 indicators"" gate).","A many-to-many is only accepted when both sides genuinely relate to many of the other. If only one direction holds, it is rejected and modelled as a simple link instead."
"PRD-RUL-055","Product Design","ALL","M:N Justification Floor + Genuine Flag + Attr-Source Provenance","An M:N candidate is rejected unless: `business_justification` ≥20 chars (ECM) / ≥40 chars (MVM); `is_genuine_m2m == true`; `naming_pattern != generic_link`; relationship-attr count ≥2 (ECM) / ≥3 (MVM). In MVM also requires `historical_tracking_needed == true` with a reason. Association non-FK attributes MUST originate only from detection `relationship_data`, attrs moved off A/B, or the two mandatory FKs — inventing attrs (enrollment_date, satisfaction_score) is forbidden.","A connector table must earn its place: a real reason, its own attributes, a proper name, and genuine two-way meaning. Its extra columns must be real, not invented out of thin air."
"PRD-RUL-056","Product Design","ALL","Industry Anchor Entities Mandatory Per Domain","`industry_anchor_entities = {domain: [anchor_names]}` lists non-negotiable entities that MUST exist per domain for the industry (e.g. manufacturing production → production_order, work_center, bill_of_materials). All anchors with `must_have_for_scope ∈ {mvm, both}` must be present in MVM; all anchors must be present in ECM. Missing required anchors are a generation defect (optional ones → ANCHOR_OPTIONAL_MISSING).","Each industry has must-have tables per area. A manufacturing production area should include things like a production order, work center and bill of materials; missing them is a gap."
"PRD-RUL-057","Product Design","ALL","Regulatory-Reporting-Driven Entity Coverage","`regulatory_reporting_requirements` (mandatory reports, each naming required data entities) MUST drive domain/product generation so all entities needed for each required report are modeled. `industry_compliance_frameworks` similarly require their regulatory domains/products in ECM.","If the business must produce certain regulatory reports, the model must include every table those reports need. The required reports drive which tables and areas exist."
"PRD-RUL-058","Product Design","ALL","Master-vs-Transaction Balance Per Domain","Most operational domains need a mix of master and transactional records. A domain with only master records is likely missing operational activity; one with only transactions is likely missing the referenceable masters those transactions point to. The balance MUST be checked and gaps flagged.","Most operational areas need a mix of reference tables and activity tables. An area with only master tables is missing the activity, and one with only transactions is missing the things they refer to."
"PRD-RUL-059","Product Design","ALL","Duplicate Product-Pair Detection (X and prefixed_X)","Within a single domain, the coexistence of a bare product X and a domain/concept-prefixed variant (goods_receipt AND procurement_goods_receipt) is an SSOT violation; the pair MUST be merged to one owner.","Within one area, do not keep both a plain table and a prefixed version of the same thing. Holding both `goods_receipt` and `procurement_goods_receipt` is a duplicate; merge to one."
"PRD-RUL-061","Product Design","ALL","Product Relocation Moves the Whole Cluster","When a product is relocated to another domain, every product transitively related to it (its parent/child and tightly-coupled neighbours) must move together so a related cluster is never split across domains by a half-measure move.","When you move a table, move its whole related cluster with it. Relocating `order` should also bring `order_line` and other children that only make sense alongside it."
"PRD-RUL-062","Product Design","ALL","Association Tables Capped, Least-Critical Trimmed First","When the share of association (junction) tables exceeds the cap (ECM 15%, MVM 5%), the least-critical associations must be removed first — ranked by low connectivity, low attribute richness, weak event semantics, and generic lazy names (_link/_map/_xref/_bridge) — until the model is within the cap.","Keep connector tables under a cap and trim the weakest ones first. A thin `customer_product_link` with no real attributes is removed before a rich `enrollment` with grades and dates."
"PRD-RUL-064","Product Design","ALL","No Dangling Orphan FK Columns","An FK-shaped column (ending _id/_fk/_ref/_key) that cannot be resolved to any existing target entity must be removed, so the finished model contains no dangling orphan FK columns. A single unresolved reference must not spawn a speculative stub table.","A link-shaped column that points to nothing must be removed. An `order.legacy_region_id` with no `region` table anywhere is dropped rather than spawning a made-up table."
"PRD-RUL-067","Product Design","Products","Master vs Transaction Balance Per Domain","An operational domain should contain a mix of master/reference entities and transactional entities. A domain holding only masters is likely missing the operational activity that uses them; a domain holding only transactions is likely missing the referenceable masters those transactions point to.","An operational area should mix reference tables and activity tables. A 'sales' area with only `customer` and `product` but no `order` is unbalanced and needs the transaction added."
"PRD-RUL-068","Product Design","Products","Industry Anchor Entities Present Per Domain","Each domain must contain the non-negotiable anchor entities that define that business function for the industry. A domain missing its expected anchor entity is an incomplete model.","Each area must contain the defining tables for that function in its industry. A manufacturing production area missing its production order or bill of materials is incomplete."
"ATT-RUL-026","Quality & Validation","Attributes","Strict Column Range Limits","The number of columns per table must fall within the configured minimum and maximum range.","Each table should have a sensible number of columns. With a 10-to-25 range, a `customer` with only two columns is too thin, while one with 150 is an overstuffed table that should be split."
"ATT-RUL-028","Quality & Validation","Attributes","Column Descriptions","Every column must have a description explaining what business data it captures.","Every column needs a description of what it captures. A bare `status` is unclear, while 'the current state of the claim: open, under review, approved or denied' is clear."
"DOM-RUL-028","Quality & Validation","Domains","Strict Domain Range Limits","The number of domains must fall within the configured minimum and maximum range for the complexity tier.","The model needs a sensible number of business areas. For a medium model, five to ten areas is right; two is too coarse and twenty-five is fragmented."
"DOM-RUL-030","Quality & Validation","Domains","No Tech Infrastructure Domains","Domain names for technical infrastructure (logging, etl, integration, audit_trail, batch_control) are forbidden.","Technical infrastructure names are not allowed as business areas. 'logging', 'etl', 'integration' and 'audit_trail' describe plumbing, not business functions."
"DOM-RUL-031","Quality & Validation","Domains","Distinct Domain Descriptions","Every domain must have a description of at least 20 characters. No two domains may have >70% word overlap in descriptions.","Each area needs a real description, and two areas should not have near-identical ones. 'finance' described as 'handles money' is too short, and 'billing' and 'finance' must not read almost the same."
"DOM-RUL-032","Quality & Validation","Domains","Minimum 3 Domains","The model must contain at least 3 domains to be considered meaningful.","A meaningful model has at least three business areas. A single 'general' area, or just 'customer' and 'product', is too thin and forces a better breakdown."
"DOM-RUL-033","Quality & Validation","Domains","Remove Empty Domains","Domains that end up with zero products must be removed. User-defined required domains are protected.","An area that ends up with no tables is removed, unless the user specifically required it. If 'logistics' ends up empty after cleanup, it is dropped."
"PRD-RUL-034","Quality & Validation","Products","Strict Table Range Limits","The number of tables per domain must fall within the configured minimum and maximum range.","Each area needs a sensible number of tables. With a 5-to-10 range, an area with a single table is too narrow and one with thirty likely needs splitting."
"PRD-RUL-046","Quality & Validation","Products","Table Descriptions","Every table must have a description explaining its business purpose.","Every table needs a description of its business purpose. A `subscription` table should explain that it tracks recurring agreements including plan, billing frequency and renewal terms."
"OPS-RUL-012","Quality Scoring","Metrics","Metric Views Reference Only Columns on Their Own Source Table","A metric view's dimensions and measures must reference only columns physically present on its single source product (no cross-table joins). A KPI needing data from another table must be re-sourced from a table that physically carries those columns, not expressed as a join.","A report definition can only use columns that physically live on its one source table. A report built on `order` can use the order's own amount and status, but not the customer's region unless that lives on the order."
"DOM-RUL-023","Relationship & Graph","Domains","Cross-Domain Connectivity","Every domain MUST connect to at least one other domain via FK. Target: >=2 cross-domain connections per domain. A completely isolated domain with no cross-domain FKs is a data silo and a modeling error.","Every area must connect to at least one other through links, ideally two. An isolated 'compliance' area with no connections to anything else is a silo and a modeling mistake."
"PRD-RUL-039","Relationship & Graph","Products","Lookup Tables Not Siloed","Lookup tables that only have incoming FKs are NOT considered siloed. They are valid reference tables.","A reference table that only receives links is not a silo. A `country` table with no outgoing links but many tables pointing to it is a perfectly valid lookup."
"REL-RUL-017","Relationship & Graph","Relations","FK Graph Is Acyclic (DAG)","The foreign-key graph must be a Directed Acyclic Graph: there must be no path A->B->...->A. Every FK relationship contributes a directed edge from the referencing product to the referenced product, and the resulting graph must contain no cycle.","Links must never form a loop. You cannot have order pointing to invoice pointing back to order; if a loop forms, one link in it must be removed."
"REL-RUL-018","Relationship & Graph","Relations","Hierarchical Self-Reference Prefix List","Self-referencing FKs are exempt from cycle/bidirectional detection ONLY when the FK column name starts with one of these recognized prefixes: parent_, manager_, reporting_, supervisor_, alternate_, original_, superseded_, duplicate_, follow_up_, ultimate_parent_, base_, amended_, reversal_, source_, target_, previous_, next_, replacement_, related_, primary_, secondary_, default_, upstream_, downstream_, child_, sibling_, ancestor_, successor_, predecessor_, preferred_, backup_, master_, derived_, copy_of_, from_, to_, old_, new_, current_, prior_, overflow_, escalation_, fallback_, redirect_, transfer_, forward_, return_, origin_.","A table can point to itself only when the column name starts with a recognized relationship word. An `employee.manager_employee_id` pointing to `employee` is fine because of the 'manager' prefix; a plain `employee_id` self-link is not."
"REL-RUL-019","Relationship & Graph","Relations","Zero Siloed Tables","A siloed table (no incoming AND no outgoing FKs) is STRICTLY PROHIBITED.","A table with no links in and no links out is not allowed. A `lawful_intercept_request` table connected to nothing must be linked to at least one other table."
"REL-RUL-020","Relationship & Graph","Relations","Computed Reference Break First","Computed/derived FK references broken FIRST in cycle resolution: latest_*, current_*, primary_*, active_*, default_*, first_*, last_*, preferred_*.","When breaking a loop, cut calculated convenience links first. A `latest_invoice_id` is removed before a core `billing_account_id`, because it is just a shortcut."
"REL-RUL-021","Relationship & Graph","Relations","Minimize Cycle Breaks","Many cycles share common edges. Breaking ONE edge can break 5-10+ cycles. Minimize unique breaks.","Loops often share the same link, so cutting one well-chosen link can fix many at once. Look at all the loops together to find the shared link to break."
"REL-RUL-022","Relationship & Graph","Relations","Cycle Break Edge Verification","Before breaking an edge, verify it actually exists in the cycle.","Before cutting a link to break a loop, confirm that link is really part of the loop. Do not remove an edge that is not actually in the cycle."
"REL-RUL-023","Relationship & Graph","Relations","No Silo From Cycle Break","A cycle break must NOT create a siloed table or siloed domain.","Breaking a loop must not strand a table with no connections. If cutting one link would isolate a table, pick a different link to cut."
"REL-RUL-024","Relationship & Graph","Relations","Business Semantics Before Breaking","Before breaking any cycle, analyze business semantics and cardinality. Child->Parent FK is always KEEP.","Understand the business meaning before cutting any loop, and never cut a child-to-parent link. 'an invoice belongs to a billing account' means that direction stays."
"REL-RUL-025","Relationship & Graph","Relations","FK Anomaly Types","Three FK anomaly types: (1) Missing Link, (2) Mismatched Link, (3) Cyclic Link.","Link problems come in three kinds: a missing link, a link pointing at the wrong place, and a link that forms a loop. Each kind has its own fix."
"REL-RUL-032","Relationship & Graph","Relations","Residual FK Cycles Must Be Broken Deterministically","If any FK cycle remains after semantic cycle resolution, the surviving cycle must be broken by removing the least-load-bearing edge in priority order (computed/derived reference first, then non-parent-child, then the edge shared by the most cycles). Parent-child and user-required FKs are never the edge removed.","If a loop still remains after the smart cleanup, cut the least important link in it automatically, never a child-to-parent or user-required one. If three loops share one calculated link, removing that single link clears all three."
"REL-RUL-033","Relationship & Graph","Relations","No Cyclic FK Schema May Ship","A finished model must contain zero FK cycles. A cyclic FK schema produces JOIN divergence and referential-integrity failures at query time, so any model with a surviving cycle is invalid and must not be emitted.","A finished model must have zero loops. If `order` points to `invoice` and `invoice` points back to `order`, that loop is invalid and the model cannot ship."
