"ID","Group","Scope","Name","Requirement","Example"
"G05-R015","Normalization","Attributes","Remove Broken References","Attributes that reference non-existent products must be removed from the model.","If the ""billing"" domain was removed during consolidation but an attribute still references ""billing.invoice"", that attribute is orphaned — it belongs to a product that no longer exists. Similarly, if a table ""customer_preference"" was merged into ""customer.profile"", any remaining attribute referencing ""customer.customer_preference"" is orphaned and must be removed since the target no longer exists."
"G06-R001","Domain & Division","Divisions","Single Division per Domain","Each domain MUST be classified into exactly ONE division: operations, business, or corporate.","In a telecom company, ""network"" and ""provisioning"" belong to the operations division, ""customer"" and ""billing"" belong to the business division, and ""hr"" and ""finance"" belong to the corporate division. In mining, ""mine"" and ""processing"" are operations, ""sales"" and ""contract"" are business, and ""procurement"" and ""hse"" are corporate. Each domain fits exactly one division."
"G06-R002","Domain & Division","Divisions","80% Core Division Rule","Operations and Business division domains together must make up at least 80% of all domains.","In a model with 10 domains, at least 8 should be operations or business domains (like network, service, customer, billing, product, sales, provisioning, usage), and at most 2 should be corporate (like hr, finance). A model with 3 operations, 2 business, and 5 corporate domains is severely unbalanced — the corporate support functions are drowning out the actual business."
"G06-R004","Domain & Division","Domains","Build Foundation First","Do not add any corporate/supporting domain until the model has at least 2 operations domains AND at least 2 business domains.","You must first establish at least 2 operations domains (say ""network"" and ""service"") and 2 business domains (say ""customer"" and ""billing"") before adding any corporate domain like ""hr"" or ""finance"". A model that starts with ""hr"", ""legal"", and ""finance"" before establishing the core operational and commercial domains has its priorities completely wrong."
"G06-R005","Domain & Division","Domains","Interleave Domain Selection","When selecting domains, alternate between operations and business divisions first, then add corporate domains last.","For a telecom model, the selection order would be: (1) ""network"" (operations), (2) ""customer"" (business), (3) ""service"" (operations), (4) ""billing"" (business), (5) ""provisioning"" (operations), (6) ""product"" (business), and only then (7) ""hr"" (corporate), (8) ""finance"" (corporate). This interleaving ensures the model is balanced at every step."
"G06-R006","Domain","Domains","Single Domain Ownership","Each core business concept must be owned by exactly ONE domain.","The concept of ""customer/party"" must be owned by exactly one domain — say the ""customer"" domain. Having both a ""customer"" domain and a ""subscriber"" domain that both claim to own person data is a violation. Similarly, ""product"" should be owned by one domain (e.g., ""product"" or ""catalog""), and ""invoice"" by one domain (e.g., ""billing""). Other domains that need this data must reference it via FK."
"G06-R007","Domain & Division","Relations","No Isolated Domains","Every domain must have foreign key relationships connecting it to at least one other domain. No domain should be an island.","The ""procurement"" domain must have at least one FK relationship to another domain — perhaps ""purchase_order.supplier_id"" referencing the ""customer"" domain's party table, or ""purchase_order_line.product_id"" referencing the ""product"" domain. A domain with zero cross-domain FKs (no tables referencing it, and it referencing nothing outside itself) is a data silo that cannot participate in enterprise analytics."
"G06-R008","Domain & Division","Divisions","Static Division Boundaries","Tables cannot be relocated across divisions. An operations table stays in operations; a business table stays in business.","A ""network_element"" table in the operations-division ""network"" domain cannot be relocated to the business-division ""customer"" domain. Operations tables can only move to other operations domains, business tables to other business domains, and corporate tables to other corporate domains. Moving a ""mine"" table (operations) to the ""finance"" domain (corporate) is absolutely forbidden."
"G06-R010","Domain & Division","Products","Keep Eponymous Tables","Tables that are eponymous with their domain (mining.mine, workforce.employee) must NEVER be relocated.","""mining.mine"" cannot be relocated — the ""mining"" domain was named after the mine entity. ""workforce.employee"" cannot move — the workforce domain exists because of employees. ""finance.budget"" is the reason the finance domain exists. If you remove the eponymous table, the domain name no longer makes sense and loses its purpose."
"G06-R011","Product Design","Products","Keep Child with Parent","Child tables stay with their parent. Never relocate a child table away from the domain where its parent table lives.","If ""order"" lives in the ""sales"" domain, then ""order_item"" (its child via order_item.order_id FK) must also stay in the ""sales"" domain. You cannot move ""order_item"" to the ""product"" domain while leaving ""order"" in ""sales"". When relocating a table, all its FK-related children must move together as a unit."
"G06-R012","Product Design","Products","Keep Hub Tables Intact","Tables that are heavily referenced by 3 or more other domains should not be relocated.","If the ""customer.profile"" table is referenced by tables in the ""billing"", ""sales"", ""service"", and ""support"" domains (4 domains), it is a hub table and must not be relocated. Moving it would require updating FK references across all four domains, creating widespread cascading changes and potential breakage."
"G06-R013","Domain & Division","Products","Distribute Shared Tables","Tables in a 'shared' domain should be moved to their natural owner domain, unless they are cross-cutting reference data used by 3+ domains.","""shared.tariff"" that is only used by the ""billing"" domain should be moved to ""billing.tariff"" — it has a natural owner. But ""shared.country"" or ""shared.currency"" that are referenced by 5+ domains (billing, customer, sales, procurement, shipping) should stay in ""shared"" because they are truly cross-cutting reference data with no single natural owner."
"G06-R014","Domain","Domains","Real Business Functions Only","Domain names must represent real business functions. Generic catch-all names are forbidden.","Instead of ""utilities"", use specific business units like ""powergeneration"" or ""watertreatment"". Instead of ""infrastructure"", use ""networkoperations"" or ""datacenter"". Instead of ""services"", specify the type: ""fieldservice"" or ""customerservice"". Instead of ""admin"", use ""facilitymanagement"" or ""officeservices"". The domain name must describe a real, recognizable business function."
"G06-R015","Domain","Domains","No Analytics Domains","No analytics, reporting, insights, intelligence, or data warehouse domains.","Domain names like ""analytics"", ""reporting"", ""intelligence"", ""insights"", ""metrics"", ""kpi"", ""dashboard"", ""bi"", or ""datawarehouse"" are all forbidden. These represent the Gold analytics layer, not the silver data model. If you need a domain for usage data, call it ""usage"" (the raw events), not ""usage_analytics"" (the derived metrics)."
"G06-R016","Domain & Division","Domains","The Org Chart Test","Every domain must pass the 'Org Chart Test': would a department, team, or division with this name actually exist in the organization?","""finance"" passes the test — every company has a Finance Department. ""customer"" passes — there is a Customer Success or Customer Relations team. ""network"" passes for a telecom — there is a Network Operations division. But ""utilities"" fails — nobody says ""I work in the Utilities department."" ""processing"" fails — it is too vague. Ask: ""Would a recruiter post jobs in the [domain_name] department?"""
"G06-R017","Domain & Division","Domains","Merge High-Overlap Domains","If two proposed domains would share 30% or more of the same tables, they should be merged into one domain.","If a proposed ""customer"" domain and a proposed ""subscriber"" domain would both need tables for profile, contact, address, and account (sharing 4 out of 6 tables = 67% overlap), they must be merged into a single domain. Ask: ""Would a data consumer be confused about which domain owns the person concept?"" If yes, merge them."
"G06-R018","Domain & Division","Domains","No Shared Domain Initially","Do not create a 'shared' domain during initial model design.","When designing the initial model, place ""party"" in the ""customer"" domain and ""address"" in whichever domain naturally owns it — do NOT preemptively create a ""shared"" domain to house cross-cutting tables. A downstream consolidation phase will detect overlapping tables across domains (60%+ overlap) and automatically merge them into a ""shared"" domain with proper discriminator columns. Trust the process; do not shortcut it."
"G06-R019","Domain & Division","Domains","Merge Small Domains","Domains with fewer tables than the configured minimum products per domain (default 5) may be merged into a related domain.","If the configured minimum is 5 tables per domain and the ""warranty"" domain has only 2 tables (""warranty_claim"" and ""warranty_policy""), it may be merged into the ""service"" domain that handles related post-sale concepts. But if the user explicitly defined ""warranty"" as a required domain, it is protected and stays regardless of table count. The merge decision considers domain affinity — tables move to the most semantically related neighbor."
"G07-R001","Data Type","Attributes","Standard SQL Types","Use standard SQL types: STRING, BIGINT, INT, DECIMAL, TIMESTAMP, DATE, BOOLEAN.","Use ""STRING"" for names and descriptions, ""BIGINT"" for primary keys and foreign keys, ""DECIMAL(18,2)"" for monetary amounts like price or balance, ""DATE"" for birth dates or due dates, ""TIMESTAMP"" for event times like created_at or modified_at, and ""BOOLEAN"" for flags like is_active or is_deleted. These types work consistently across Spark SQL, BigQuery, Snowflake, and other platforms."
"G07-R002","Data Type","Attributes","Avoid Complex Types","Do not use complex types like ARRAY, STRUCT, or MAP for column types.","Instead of storing phone numbers as ARRAY<STRING> on the customer table, create a separate ""phone_number"" table with ""customer_id"" FK and one row per phone. Instead of storing address as STRUCT<street, city, zip>, create a separate ""address"" table. Instead of MAP<STRING, STRING> for custom attributes, create a ""custom_attribute"" table with key-value columns. Nested data becomes normalized separate tables."
"G07-R008","Data Type","Products","Table Classifications","Every table must be classified with a data type: master_data, reference_data, transactional_data, or association_data.","""customer"" and ""product"" are master_data — core entities that change slowly and represent authoritative ""golden records."" ""country"" and ""currency"" are reference_data — static lookup tables used for classification. ""order"" and ""payment"" are transactional_data — business events that grow rapidly and capture what happened at a point in time. ""enrollment"" (linking students to courses) is association_data — a junction table representing a many-to-many relationship."
"G07-R010","Data Type","Attributes","Consistent Booleans","Boolean representation should be consistent across the model. Choose one format (true/false, Y/N, or 1/0) and apply it everywhere.","If the model uses BOOLEAN type with true/false, then every boolean column (""is_active"", ""is_deleted"", ""has_email_opt_in"") must use true/false. Do not have ""is_active"" using true/false while ""has_consent"" uses Y/N and ""is_verified"" uses 1/0. Pick one format at the start and enforce it across every table in the entire model."
"G07-R011","Data Type","Attributes","Infer Types by Name","When no data type is explicitly specified for an attribute, infer the type from the attribute name pattern.","""employee_id"" → BIGINT (ends with _id). ""hire_date"" → DATE (ends with _date). ""created_at"" → TIMESTAMP (ends with _at). ""last_login_timestamp"" → TIMESTAMP (ends with _timestamp). ""invoice_amount"" → DECIMAL(18,2) (ends with _amount). ""line_item_count"" → INT (ends with count). ""is_active"" → BOOLEAN (starts with is). ""active_flag"" → BOOLEAN (ends with _flag). ""discount_pct"" → DECIMAL(10,4) (ends with _pct). ""allocation_ratio"" → DECIMAL(10,4) (ends with _ratio). ""customer_name"" → STRING (default)."
"G07-R012","Data Type","Attributes","Categorical Values via Regex","Categorical attributes must define their allowed values using pipe-separated format in the value_regex field.","An attribute ""order_status"" with allowed values should define value_regex as ""pending|confirmed|shipped|delivered|cancelled"". An attribute ""payment_method"" should define it as ""credit_card|debit_card|bank_transfer|cash|digital_wallet"". An attribute ""priority_level"" should define it as ""low|medium|high|critical"". Each pipe-separated token is one discrete allowed value — no wildcards, no ranges, no regex special characters."
"G08-R001","Tag & Classification","Attributes","Classification via Tags Only","Data classification goes in tags only, NEVER in column names.","Name the column ""email"" and tag it ""restricted,pii_email"" — not ""restricted_email"" or ""pii_email_address"". Name the column ""phone_number"" and tag it ""restricted,pii_phone"" — not ""confidential_phone"". The column name describes the business content (email, phone); the tag describes the sensitivity classification. Keep these two concerns separate."
"G08-R002","Tag & Classification","Attributes","Tag Only Sensitive Data","Only add classification tags for CONFIDENTIAL or RESTRICTED data. Regular operational data should have empty tags.","""email"" gets tagged ""restricted,pii_email"" (sensitive PII). ""credit_card_number"" gets tagged ""restricted,pii_financial"" (PCI data). But ""status"", ""order_date"", ""quantity"", ""country_code"", and ""is_active"" should have empty tags — they are regular operational data that require no special handling. Tagging everything would make the truly sensitive columns harder to identify."
"G08-R003","Tag & Classification","Attributes","PII is Restricted","Personally Identifiable Information (PII) MUST be tagged as RESTRICTED with a specific PII tag.","Customer name gets ""restricted,pii_name"". Email gets ""restricted,pii_email"". Phone number gets ""restricted,pii_phone"". National ID or SSN gets ""restricted,pii_ssn"". Physical address gets ""restricted,pii_address"". Date of birth gets ""restricted,pii_dob"". In telecom, device identifiers like MSISDN get ""restricted,pii_phone"" and IMEI gets ""restricted,pii_device"" because they can identify a specific person."
"G08-R004","Tag & Classification","Attributes","PHI & PCI are Restricted","Protected Health Information (PHI) and Payment Card Industry data (PCI) MUST be tagged as RESTRICTED.","PHI data — medical records, health conditions, prescriptions, treatment history, insurance claims, disability status — must all be tagged ""restricted,pii_health"". PCI data — credit card numbers, CVV, PIN, cardholder data, payment tokens, bank account numbers — must be tagged ""restricted,pii_financial"". These regulatory categories (HIPAA for PHI, PCI-DSS for PCI) carry severe penalties for non-compliance, making accurate tagging critical."
"G08-R005","Tag & Classification","Attributes","No Structural Tags","Do NOT include structural tags like 'primary_key' or 'foreign_key' in classification tags.","A column's tags should be ""restricted,pii_email"" — NOT ""restricted,pii_email,primary_key"" or ""foreign_key,restricted"". The fact that a column is a PK or FK is structural metadata tracked separately. Tags are exclusively for data sensitivity classification. Adding ""primary_key"" or ""foreign_key"" to the tags field mixes two unrelated concepts and confuses automated policy enforcement."
"G08-R006","Tag & Classification","Attributes","Comma-Separated Tags","Tags should be comma-separated.","Correct tag formats: ""restricted,pii_email"", ""restricted,pii_phone"", ""confidential,pii_financial"", ""restricted,pii_ssn"". The first element is the classification level, the second is the specific PII category. Do not use semicolons (""restricted;pii_email""), pipes (""restricted|pii_email""), or spaces (""restricted pii_email""). The comma-separated format enables automated parsing and policy engines."
"G08-R007","Tag & Classification","Attributes","Standard Classification Levels","Standard classification levels are: restricted, confidential, internal, and public.","""restricted"" = highest sensitivity (PII like SSN, credit cards, health records — needs encryption, access logging, and strict authorization). ""confidential"" = sensitive business data (salary grades, pricing strategies, IP addresses — limited access). ""internal"" = general business data (visible to all employees but not outside). ""public"" = openly accessible (published product names, company address). Most operational columns (status, dates, codes) do not need any tag at all."
"G08-R009","Tag & Classification","Attributes","Standard Classification Matrix","Use the authoritative classification matrix for common data types.","Follow this matrix consistently: customer name = ""restricted,pii_name"". Email = ""restricted,pii_email"". Phone number = ""restricted,pii_phone"". National ID = ""restricted,pii_national_id"". Credit card number = ""restricted,pii_financial"". Bank account = ""restricted,pii_financial"". IP address = ""confidential,pii_ip"". Device serial number = ""confidential,pii_device"". Manager name = empty (business reference, not direct PII). Cost center code = empty. Status/state = empty. This matrix must be applied uniformly — no exceptions, no judgment calls."
"G08-R010","Tag & Classification","Attributes","No Reserved Characters in Tags","Individual tag values must not contain reserved characters. Use underscores instead.","""pii_email"" is valid — underscores only. ""pii-email"" is invalid — contains a hyphen. ""pii.email"" is invalid — contains a dot. ""pii email"" is invalid — contains a space. ""data=sensitive"" is invalid — contains an equals sign. Always convert reserved characters to underscores: ""pii-email"" becomes ""pii_email"", ""data.classification"" becomes ""data_classification""."
"G09-R001","Relationship & Graph","Relations","Directed Acyclic Graph","The data model must form a Directed Acyclic Graph (DAG). Cycles are forbidden.","If ""order"" references ""customer"" (via customer_id), and ""customer"" references ""account"" (via account_id), and ""account"" references ""order"" (via latest_order_id) — following the chain order -> customer -> account -> order brings you back to the start. This is a cycle and is forbidden. The fix: remove the weakest link, ""account.latest_order_id"", which is a computed convenience reference, not a structural necessity."
"G09-R002","Relationship & Graph","Relations","Prevent Bidirectional Links","Bidirectional links (table A references B AND table B references A) are the most dangerous cycles.","""invoice.account_id"" references ""account"", AND ""account.primary_invoice_id"" references ""invoice"" — this is a bidirectional link. ""subscription.profile_id"" references ""profile"", AND ""profile.active_subscription_id"" references ""subscription"" — another bidirectional link. In both cases, analyze the cardinality: an account has MANY invoices, so keep ""invoice.account_id"" (N:1) and remove ""account.primary_invoice_id"" (computed 1:1 convenience reference)."
"G09-R003","Relationship & Graph","Products","No Disconnected Tables","Every table must have at least one relationship. No completely disconnected tables allowed.","A ""promotion"" table with no outgoing FKs (it does not reference any other table) and no incoming FKs (no other table references it) is a siloed table — it is completely disconnected from the rest of the model. It must either gain a relationship (e.g., ""order.promotion_id"" referencing it, or ""promotion.product_id"" referencing the product table) or be removed from the model. Note: a ""country"" table that only has incoming FKs (many tables reference it, but it references nothing) is NOT siloed — it is a valid reference table."
"G09-R004","Relationship & Graph","Domains","No Isolated Domains","Every domain must connect to at least one other domain through foreign key relationships.","The ""procurement"" domain must have at least one cross-domain FK — perhaps ""purchase_order.supplier_id"" referencing a party in the ""customer"" domain, or ""purchase_order_line.product_id"" referencing the ""product"" domain. If all tables within ""procurement"" only reference each other and no table outside ""procurement"" references them, the entire domain is an island that cannot participate in enterprise-wide queries like ""which products did we procure for which customers?"""
"G09-R005","Relationship & Graph","Relations","Child-to-Parent Direction","Foreign keys should follow the child-to-parent direction. The child table holds the FK column.","A customer can have MANY orders, so ""order.customer_id"" (child references parent) is correct. ""customer.latest_order_id"" (parent references one specific child) is wrong — it loses information because a customer has multiple orders, not just one. Similarly, keep ""payment.invoice_id"" (child to parent), not ""invoice.last_payment_id"" (parent to child). Keep ""subscription.profile_id"", not ""profile.active_subscription_id""."
"G09-R006","Relationship & Graph","Relations","Preserve Core Ownership FKs","When breaking cycles, NEVER break the core ownership FK (child referencing parent). Break the weaker reference.","If a cycle exists between ""order"" and ""customer"" via ""order.customer_id"" (structural N:1) and ""customer.latest_order_id"" (computed 1:1), break ""customer.latest_order_id"" — it is a convenience reference. NEVER break ""order.customer_id"" because it is the core ownership link. Similarly, breaking ""order_item.order_id"" (child to parent) would destroy data integrity — always break the weaker computed reference instead."
"G09-R007","Relationship & Graph","Relations","Break Computed References","When breaking cycles, prefer breaking FKs that follow patterns like latest_, current_, default_, primary_, or active_.","""customer.latest_order_id"" — break it (computed, points to one specific order). ""account.primary_invoice_id"" — break it (convenience reference). ""profile.active_subscription_id"" — break it (derived, can be queried dynamically). ""invoice.last_payment_id"" — break it. ""agent.current_ticket_id"" — break it. All of these follow the pattern of a parent storing a pointer to one specific child, which is always a computed/derived reference that is safe to remove."
"G09-R008","Relationship & Graph","Relations","Preserve Primary Logic","NEVER break primary identity links, financial ownership links, or core transaction chains.","Never break ""subscription.profile_id"" referencing ""profile"" — it is a primary identity link. Never break ""payment.invoice_id"" referencing ""invoice"" — it is a financial ownership link. Never break ""billing_account_id"" referencing ""billing_account"" or ""contract_id"" referencing ""contract"". Never break ""order_item.order_id"" referencing ""order"" — it is a core parent-child transaction chain. These are the business logic backbone; removing any of them would make the model logically incorrect."
"G09-R009","Relationship & Graph","Relations","Minimize Edge Breaks","When multiple cycles share the same edge, breaking that one edge can resolve all of them.","If 10 cycles all pass through the edge ""customer.latest_order_id -> order"", breaking that one edge resolves all 10 cycles at once. The strategy is: (1) group cycles by shared edges, (2) identify the ONE edge that appears in the most cycles, (3) break that edge, (4) verify which cycles are resolved. Do not propose 10 separate breaks for 10 cycles when one well-chosen break could handle them all."
"G09-R010","Relationship & Graph","Relations","Prevent Silos via Breaks","Breaking a cycle must NEVER create a new disconnected (siloed) table or domain.","If breaking ""payment.invoice_id"" would leave the ""payment"" table with no remaining FK relationships (no outgoing FKs and no incoming FKs from other tables), then that break is forbidden — it would create a siloed table. After every proposed cycle break, verify that no table or domain becomes completely disconnected. If a break would create a silo, choose a different edge to break."
"G09-R012","Relationship & Graph","Relations","Classify FK Relationship Types","Classify each FK relationship into true FK, business reference, or computed reference.","""order_item.order_id -> order"" is a true FK (structural child-to-parent, never break). ""order.region_code -> region"" is a business reference (lookup, safe to break if a cycle requires it). ""customer.latest_order_id -> order"" is a computed reference (derived convenience pointer, always break first). When resolving cycles, break computed references first, business references second, and true FKs never."
"G09-R013","Relationship & Graph","Products","Lookup Tables are Not Siloed","Lookup tables that only have incoming FKs are NOT considered siloed. They are valid reference tables.","A ""country"" table with ""country_id"" and ""country_name"" has no outgoing FKs — it does not reference any other table. But many tables reference it (customer.country_id, address.country_id, supplier.country_id). This is NOT siloed — it is a valid reference/lookup table by design. Same applies to ""currency"", ""status_code"", and ""unit_of_measure"" tables. They are leaf nodes in the graph that only receive incoming references."
"G11-R007","Quality & Validation","Domains","Strict Domain Range Limits","The number of domains must fall within the configured minimum and maximum range.","For a medium-sized model, the configured range might be 5 to 10 domains. A model with only 2 domains (""operations"" and ""business"") is too coarse — it lumps too many concepts together. A model with 25 domains is too fragmented — many domains would overlap and confuse consumers. If the count falls outside the range, either consolidate overlapping domains or split overly broad ones."
"G11-R008","Quality & Validation","Products","Strict Table Range Limits","The number of tables per domain must fall within the configured minimum and maximum range.","If the configured range is 5 to 10 tables per domain, a domain with only 1 table is too narrow and should probably be merged into a related domain. A domain with 30 tables likely covers too many concepts and should be split into more focused domains. The ""customer"" domain with 7 tables (profile, account, address, contact, preference, segment, loyalty) is well within range."
"G11-R009","Quality & Validation","Attributes","Strict Column Range Limits","The number of columns per table must fall within the configured minimum and maximum range.","If the configured range is 10 to 25 columns per table, a ""customer"" table with only a PK and a name (2 columns) is incomplete — it needs contact info, status, dates, etc. A ""customer"" table with 150 columns is likely a denormalized mega-table combining customer, address, account, and preference data that should be split into separate tables. A well-designed table typically falls within the suggested range."
"G11-R013","Quality & Validation","Domains","No Tech Infrastructure Domains","Domain names representing technical infrastructure (logging, etl, integration, audit_trail, batch_control) are forbidden.","Domain names ""logging"", ""etl"", ""integration"", ""audit_trail"", ""batch_control"", ""system"", ""technical"", ""data"", ""info"", and ""api"" are all forbidden because they represent technical infrastructure, not business functions. An ETL pipeline belongs in the data engineering layer. A logging system belongs in the observability layer. The business data model should only contain domains a business user would recognize."
"G11-R019","Quality & Validation","Domains","Distinct Domain Descriptions","Every domain must have a description of at least 20 characters... No two domains may have descriptions with more than 70% word overlap.","""finance"" with description ""Handles money"" (13 chars) fails — too short. ""finance"" with description ""Covers all financial transactions, accounts receivable, accounts payable, and general ledger operations"" passes — 97 chars, clearly defines scope. If ""billing"" has ""Manages customer invoices, payments, and billing cycles"" and ""finance"" has ""Manages customer invoices, payments, and financial records"", the overlap exceeds 70% — one domain must be redefined to have a distinct purpose."
"G11-R020","Quality & Validation","Products","Table Descriptions","Every table (product) must have a description that explains its business purpose.","A ""subscription"" table should have a description like ""Tracks recurring service agreements between the company and customers, including plan details, billing frequency, and renewal terms."" A table with an empty description or a single-word description like ""subscriptions"" fails this rule — it tells nobody what the table represents."
"G11-R021","Quality & Validation","Attributes","Column Descriptions","Every column (attribute) must have a description that explains what business data it captures.","""effective_date"" should have a description like ""The date from which this record's data becomes valid and active in the system."" A column ""status"" with no description is ambiguous — status of what? A description like ""The current lifecycle state of the claim (open, under_review, approved, denied, closed)"" makes it unambiguous."
"G11-R022","Quality & Validation","Domains","Minimum 3 Domains","The model must contain at least 3 domains to be considered meaningful.","A model with only a ""general"" domain containing all 20 tables fails — the business is not decomposed. A model with ""customer"" and ""product"" domains (only 2) also fails — where do the transactions, billing, and shipping concepts live? Minimum 3 domains forces meaningful decomposition, e.g., ""customer"", ""product"", ""sales""."
"G11-R023","Quality & Validation","Domains","Remove Empty Domains","Domains that end up with zero products (tables) must be removed from the model.","If after table deduplication and merging the ""logistics"" domain has zero remaining tables, it must be removed — not left as an empty shell. But if the user explicitly defined ""logistics"" as a required domain in their input, it is protected and stays even if temporarily empty."
"G11-R024","Quality & Validation","Domains","Domain Count Ceiling","The total domain count must never exceed twice the configured maximum (max_domains × 2).","If the configured max_business_domains is 6, the absolute ceiling is 12 domains. A model with 15 domains would be rejected. If max is 10, the ceiling is 20. This ceiling catches cases where domain generation overshoots significantly — for instance, creating 18 domains when the plan called for at most 8. The model must be consolidated before proceeding."
"G12-R001","Product Design","Products","Business Concepts Only","Tables must represent business concepts ONLY. Never create tables for technical artifacts.","Valid business tables: ""customer"", ""order"", ""invoice"", ""product"", ""subscription"". Forbidden technical tables: ""etl_job_log"", ""error_log"", ""integration_staging"", ""system_config"", ""batch_control"", ""audit_trail"", ""data_snapshot"", ""temp_processing"". If the table name contains words like ""log"", ""etl"", ""staging"", ""temp"", ""archive"", ""config"", or ""batch"", it is a technical artifact that belongs in an operational schema, not the business data model."
"G12-R002","Product Design","Products","No Analytics Tables","No analytics, reporting, aggregation, summary, or KPI tables.","Forbidden tables: ""fraud_detection"", ""churn_prediction"", ""revenue_analysis"", ""sales_summary"", ""performance_metrics"", ""usage_statistics"", ""cdr_analysis"". Also forbidden: any table ending in ""_analysis"", ""_analytics"", ""_report"", ""_summary"", ""_aggregate"", ""_dashboard"", ""_metrics"", ""_kpi"", ""_score"", or ""_prediction"". Store the raw events (orders, payments, usage records) and let the analytics layer compute the insights."
"G12-R003","Product Design","Attributes","No Pre-calculated Metrics","No pre-calculated metric columns (like average_monthly_spend). Store the raw component data.","Do NOT include columns like ""total_revenue"" (computed sum of charges), ""average_monthly_spend"" (computed average), ""lifetime_value_score"" (derived metric), or ""churn_score"" (prediction output). Instead, store the raw component columns: ""subscription_charge"", ""usage_charge"", ""tax_amount"" — these are the real business data. The analytics layer computes totals, averages, and scores from these raw components."
"G12-R004","Product Design","Attributes","No Speculative Columns","No speculative or futuristic columns. Only include columns for capabilities the business currently has.","Do NOT include columns like ""blockchain_hash"", ""digital_twin_id"", ""ai_prediction_score"", ""metaverse_avatar_id"", or ""quantum_encryption_key"" unless the business explicitly has these capabilities today. If a strategic initiative is still aspirational or future-looking, do not model columns for it. Only include attributes for capabilities that are currently implemented and generating data."
"G12-R006","Product Design","Divisions","Division Assignments","Every table must be assigned a division: operations, business or corporate.","Operations division: ""network_element"", ""service_provisioning"", ""inventory"" — core technical/physical mechanisms. Business division: ""customer"", ""billing"", ""marketing"", ""sales"" — commercialization and customer-facing activities. Corporate division: ""regulatory"", ""compliance"" — high-level governance. Supporting division: ""hr"", ""finance"", ""procurement"" — back-office functions that enable the business but do not directly generate revenue."
"G12-R007","Product Design","Products","Core vs Helper Tables","Every table must be classified as core (essential) or helper (supporting entity).","Core tables: ""customer"" (stakeholders directly query customer data), ""invoice"" (finance team queries billing data), ""order"" (sales team queries order data). Helper tables: ""address"" (supports customer with location data but rarely queried alone), ""contact_method"" (supports customer with phone/email), ""order_status_history"" (supports order with historical changes). Core tables get the highest governance priority."
"G12-R008","Product Design","Products","Core Table Immutability","Core tables are fundamental entities the business cannot function without. They cannot be merged or removed.","""customer.profile"" IS the source of truth for customer identity — it cannot be merged into ""shared.party"" or removed. ""billing.invoice"" IS the source of truth for billing — it cannot be merged or deleted. ""sales.order"" IS the source of truth for orders. These tables represent unique, irreplaceable business concepts. They are protected from any merge, relocation to shared, or removal operation regardless of overlap percentages."
"G12-R009","Product Design","Domains","Core Table Limits","Each domain should have 1 to 3 core tables maximum.","The ""customer"" domain might have 7 tables but only 1-2 are core: ""profile"" (core) and perhaps ""account"" (core), while ""address"", ""contact_method"", ""preference"", ""segment"", and ""loyalty"" are helpers. The ""billing"" domain might designate ""invoice"" as its single core table. Not every domain needs a core table — a ""shared"" domain with only reference/lookup tables might have none."
"G12-R010","Product Design","Relations","M:N Junction Limits","Association (junction) tables for many-to-many relationships should not exceed 15% of total business tables.","In a model with 40 business tables, association tables should not exceed 6 (15% of 40). If you have 10 junction tables (25%), you are likely over-engineering — many of those relationships could be simplified to one-to-many FKs. Review each junction table and ask: ""Does the business truly operate with many-to-many here AND track data about the relationship?"" If not, simplify to a direct FK."
"G12-R011","Product Design","Relations","Strict M:N Usage Rules","Use many-to-many relationships ONLY when the business actually operates that way AND tracks data about the relationship.","""Students enroll in multiple courses, and the business tracks grades and enrollment dates"" — this requires a M:N junction table ""enrollment"" with columns like grade, enrollment_date, and status. ""Employees work on multiple projects with tracked roles and hours"" — this requires an ""assignment"" junction table with role, hours_allocated, and start_date. The key test: does the business have a NAME for this relationship AND does it track at least 2 attributes about the relationship? If yes, use M:N."
"G12-R012","Product Design","Relations","Prefer 1:M Relationships","Use a simple one-to-many FK instead of M:N when any of these are true: FK exists, ownership-based, reference data, no tracked data.","""An order belongs to one customer"" — use a simple FK ""order.customer_id"", not a junction table. ""A product has one category"" — use ""product.category_id"", not a product_category junction. ""An employee belongs to one department"" — use ""employee.department_id"". Ownership semantics (""belongs to""), reference/lookup relationships, and cases where you are only linking IDs with no additional data all call for simple FKs, never M:N."
"G12-R013","Product Design","Relations","Limit Cross-Domain M:N","Cross-domain many-to-many relationships are very rare. Expect at most 0 to 1 per model.","Most cross-domain connections are one-to-many: an order (sales domain) references one customer (customer domain) via a simple FK. A M:N junction table spanning two domains — like a ""supplier_product"" table linking the ""procurement"" domain to the ""product"" domain — is extremely rare. If your model has 3 or more cross-domain junction tables, re-evaluate whether those relationships truly need to be M:N or could be simplified to direct FKs."
"G12-R014","Product Design","Attributes","Embed Simple Properties","Simple properties (status, type, flag) should be embedded as columns in the table.","Embed directly as columns: ""status"" (active/inactive/suspended), ""type"" (residential/commercial), ""category"" (premium/standard/basic), ""is_active"" (true/false). Do NOT create a separate ""order_status"" table with 3 rows just to hold active/completed/cancelled. But DO create a separate ""product"" table — a product is a complex entity with its own name, description, price, and category attributes. The test: if it has only a code and a label, embed it; if it has 5+ meaningful attributes, it deserves its own table."
